pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
AU Mic b,AU Mic,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,8.46308,6e-05,-6e-05,0.0,0.0649,0.0012,-0.0012,0.0,3.95677019,0.14571675,-0.14571675,0.0,0.353,0.013,-0.013,0.0,20.12,1.57,-1.72,0.0,0.0633046,0.00493977,-0.00541173,0.0,Mass,0.00577,0.00101,-0.00101,0.0,21.2,2.5,-2.4,0.0,600.0,17.0,-16.0,0.0,1,M1,3678.0,90.0,-88.0,0.0,0.744,0.023,-0.021,0.0,0.51,0.028,-0.027,0.0,0.23,0.24,-0.3,0.0,[Fe/H],4.404,0.026,-0.031,0.0,20h45m09.87s,311.2911369,-31d20m32.82s,-31.34245,9.7221,0.004625,-0.004625,8.81,0.1,-0.1,4.529,0.02,-0.02,7.84038,0.000731,-0.000731
AU Mic c,AU Mic,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,18.85969,8e-05,-8e-05,0.0,0.1108,0.002,-0.002,0.0,2.52202066,0.24659758,-0.24659758,0.0,0.225,0.022,-0.022,0.0,9.6,2.07,-2.31,0.0,0.03020498,0.00651295,-0.00726807,0.0,Mass,0.00338,0.00164,-0.00164,0.0,7.3,0.9,-0.8,0.0,459.0,13.0,-12.0,0.0,0,M1,3678.0,90.0,-88.0,0.0,0.744,0.023,-0.021,0.0,0.51,0.028,-0.027,0.0,0.23,0.24,-0.3,0.0,[Fe/H],4.404,0.026,-0.031,0.0,20h45m09.87s,311.2911369,-31d20m32.82s,-31.34245,9.7221,0.004625,-0.004625,8.81,0.1,-0.1,4.529,0.02,-0.02,7.84038,0.000731,-0.000731
EPIC 220674823 c,EPIC 220674823,1,2,Transit,2016,K2,0,13.33989,0.00068,-0.0007,0.0,0.1073,0.0026,-0.0027,0.0,2.84,0.1,-0.08,0.0,0.25336827,0.00892142,-0.00713713,0.0,7.32,2.49,-2.38,0.0,0.0230313,0.00783442,-0.00748832,0.0,Mass,0.17,0.11,-0.11,0.0,70.0,5.0,-4.0,0.0,804.0,13.0,-12.0,0.0,0,G5 V,5578.0,46.0,-46.0,0.0,0.99,0.012,-0.012,0.0,0.913,0.024,-0.024,0.0,-0.005,0.059,-0.059,0.0,[Fe/H],4.408,0.017,-0.017,0.0,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.59,3.044,-2.972,12.101,0.031,-0.031,10.344,0.021,-0.021,11.9535,0.00022,-0.00022
EPIC 249893012 b,EPIC 249893012,1,3,Transit,2020,K2,0,3.5951,0.0003,-0.0003,0.0,0.047,0.005,-0.007,0.0,1.95,0.09,-0.08,0.0,0.17396735,0.00802926,-0.00713712,0.0,8.75,1.09,-1.08,0.0,0.02753044,0.00342951,-0.00339804,0.0,Mass,0.06,0.08,-0.04,0.0,1037.0,482.0,-207.0,0.0,1616.0,149.0,-79.0,0.0,0,G8 IV/V,5430.0,85.0,-85.0,0.0,1.71,0.04,-0.04,0.0,1.05,0.05,-0.05,0.0,0.2,0.05,-0.05,0.0,[Fe/H],3.99,0.03,-0.03,0.0,15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474,321.296,4.189,-4.085,11.429,0.022,-0.022,9.714,0.023,-0.023,11.4019,0.000495,-0.000495
EPIC 249893012 c,EPIC 249893012,1,3,Transit,2020,K2,0,15.624,0.001,-0.001,0.0,0.13,0.01,-0.02,0.0,3.67,0.17,-0.14,0.0,0.32741547,0.01516638,-0.01248996,0.0,14.67,1.84,-1.89,0.0,0.04615675,0.00578926,-0.00594658,0.0,Mass,0.07,0.08,-0.05,0.0,160.0,68.0,-29.0,0.0,990.0,92.0,-49.0,0.0,0,G8 IV/V,5430.0,85.0,-85.0,0.0,1.71,0.04,-0.04,0.0,1.05,0.05,-0.05,0.0,0.2,0.05,-0.05,0.0,[Fe/H],3.99,0.03,-0.03,0.0,15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474,321.296,4.189,-4.085,11.429,0.022,-0.022,9.714,0.023,-0.023,11.4019,0.000495,-0.000495
EPIC 249893012 d,EPIC 249893012,1,3,Transit,2020,K2,0,35.747,0.005,-0.005,0.0,0.22,0.02,-0.04,0.0,3.94,0.13,-0.12,0.0,0.35150326,0.01159782,-0.01070568,0.0,10.18,2.46,-2.42,0.0,0.0320297,0.00773999,-0.00761413,0.0,Mass,0.15,0.21,-0.11,0.0,53.0,23.0,-10.0,0.0,752.0,69.0,-37.0,0.0,0,G8 IV/V,5430.0,85.0,-85.0,0.0,1.71,0.04,-0.04,0.0,1.05,0.05,-0.05,0.0,0.2,0.05,-0.05,0.0,[Fe/H],3.99,0.03,-0.03,0.0,15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474,321.296,4.189,-4.085,11.429,0.022,-0.022,9.714,0.023,-0.023,11.4019,0.000495,-0.000495
GJ 1132 b,GJ 1132,1,2,Transit,2015,Cerro Tololo Inter-American Observatory,0,1.62892911,2.9e-07,-3e-07,0.0,0.0157,0.00013,-0.00013,0.0,1.19151465,0.03811053,-0.04483592,0.0,0.1063,0.0034,-0.004,0.0,1.83704819,0.19069704,-0.18751876,0.0,0.00578,0.0006,-0.00059,0.0,Mass,0.0118,0.047,-0.0099,0.0,19.3,1.5,-1.1,0.0,583.8,11.0,-8.5,0.0,0,M4.5 V,3229.0,78.0,-62.0,0.0,0.2211,0.0069,-0.0081,0.0,0.1945,0.0048,-0.0046,0.0,-0.17,0.15,-0.15,0.0,[Fe/H],5.037,0.034,-0.026,0.0,10h14m50.18s,153.7090696,-47d09m17.77s,-47.1549358,12.613,0.007,-0.007,13.68,0.2,-0.2,8.322,0.027,-0.027,12.138,0.000387,-0.000387
GJ 1214 b,GJ 1214,1,1,Transit,2009,MEarth Project,0,1.580404531,1.8e-08,-1.7e-08,0.0,0.01505,0.00011,-0.00011,0.0,2.733,0.033,-0.031,0.0,0.24382235,0.00294407,-0.00276564,0.0,8.41,0.36,-0.35,0.0,0.02646082,0.00113269,-0.00110122,0.0,Mass,0.0062,0.0079,-0.0044,0.0,17.2,1.0,-0.9,0.0,567.0,7.6,-7.6,0.0,0,M4 V,3101.0,43.0,-43.0,0.0,0.2162,0.0025,-0.0024,0.0,0.182,0.0042,-0.0041,0.0,0.24,0.11,-0.11,0.0,[Fe/H],5.0286,0.0078,-0.0088,0.0,17h15m19.54s,258.8313991,+04d57m38.45s,4.9606795,14.6427,0.0372,-0.0372,15.1,0.2,-0.2,8.782,0.02,-0.02,13.0089,0.001061,-0.001061
GJ 367 b,GJ 367,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,0.3219225,2e-07,-2e-07,0.0,0.00709,0.00027,-0.00027,0.0,0.699,0.024,-0.024,0.0,0.06236071,0.00214114,-0.00214114,0.0,0.633,0.05,-0.05,0.0,0.00199164,0.00015732,-0.00015732,0.0,Mass,0.06,0.07,-0.04,0.0,579.0,57.0,-52.0,0.0,1365.0,32.0,-32.0,0.0,0,M1.0 V,3522.0,70.0,-70.0,0.0,0.458,0.013,-0.013,0.0,0.455,0.011,-0.011,0.0,-0.01,0.12,-0.12,0.0,[Fe/H],4.776,0.026,-0.026,0.0,09h44m29.15s,146.121464,-45d46m44.46s,-45.7790165,9.41263,0.002835,-0.002835,10.153,0.044,-0.044,5.78,0.02,-0.02,9.15159,0.00065,-0.00065
GJ 486 b,GJ 486,1,1,Radial Velocity,2021,Calar Alto Observatory,0,1.46712127,3.1e-07,-3.5e-07,0.0,0.01714,0.00013,-0.00013,0.0,1.289,0.019,-0.014,0.0,0.11499708,0.00169507,-0.001249,0.0,2.77,0.076,-0.073,0.0,0.00871539,0.00023912,-0.00022968,0.0,Mass,0.00086,0.0016,-0.00043,0.0,39.2,1.7,-1.6,0.0,696.3,7.2,-7.3,0.0,0,M3.5 V,3317.0,36.0,-37.0,0.0,0.3243,0.0044,-0.0034,0.0,0.312,0.007,-0.0069,0.0,-0.15,0.13,-0.12,0.0,[Fe/H],4.9111,0.0068,-0.011,0.0,12h47m55.57s,191.981531,+09d44m57.91s,9.7494181,8.07426,0.004095,-0.004095,11.39,0.1,-0.1,6.362,0.018,-0.018,10.094,0.000746,-0.000746
HAT-P-11 b,HAT-P-11,1,2,Transit,2008,HATNet,0,4.888,0.0001,-0.0001,0.0,0.05258,0.0006,-0.0006,0.0,4.36,0.06,-0.06,0.0,0.38897315,0.00535284,-0.00535284,0.0,25.0,1.5,-1.5,0.0,0.0787,0.0048,-0.0048,0.0,Mass,0.251,0.045,-0.047,0.0,100.77,1.859,-1.841,0.0,838.0,10.0,-10.0,0.0,0,K4,4653.0,33.0,-35.0,0.0,0.683,0.009,-0.009,0.0,0.811,0.03,-0.03,0.0,0.31,0.05,-0.05,0.0,[Fe/H],4.663,0.012,-0.012,0.0,19h50m50.44s,297.7101763,+48d04m54.71s,48.0818635,37.7647,0.0337,-0.0336,9.46,0.03,-0.03,7.009,0.02,-0.02,9.15098,0.000293,-0.000293
HAT-P-19 b,HAT-P-19,1,1,Transit,2010,HATNet,0,4.00878322,1.9e-07,-1.9e-07,0.0,0.04599,0.00063,-0.00058,0.0,11.29865255,0.15692573,-0.14571675,0.0,1.008,0.014,-0.013,0.0,88.03846874,5.40308292,-5.08525451,0.0,0.277,0.017,-0.016,0.0,Mass,0.07,0.04,-0.04,0.0,154.0,5.0,-5.0,0.0,981.2,7.7,-8.1,0.0,0,K1,4962.0,39.0,-41.0,0.0,0.773,0.011,-0.01,0.0,0.807,0.034,-0.03,0.0,0.166,0.07,-0.068,0.0,[Fe/H],4.5687,0.0066,-0.0067,0.0,00h38m03.98s,9.5165832,+34d42m41.05s,34.7114025,202.078,1.471,-1.451,12.826,0.057,-0.057,10.546,0.019,-0.019,12.5567,0.000238,-0.000238
HAT-P-25 b,HAT-P-25,1,1,Transit,2010,HATNet,0,3.65281514,7.6e-07,-7.5e-07,0.0,0.0466,0.00081,-0.0008,0.0,12.722215,0.538032,-0.538032,0.0,1.135,0.048,-0.048,0.0,180.84527,7.31009,-6.99226,0.0,0.569,0.023,-0.022,0.0,Mass,0.023,0.022,-0.014,0.0,325.0,29.0,-26.0,0.0,1182.0,25.0,-25.0,0.0,0,G5,5519.0,78.0,-76.0,0.0,0.919,0.034,-0.034,0.0,1.012,0.053,-0.051,0.0,0.294,0.08,-0.08,0.0,[Fe/H],4.516,0.026,-0.025,0.0,03h13m44.51s,48.4354731,+25d11m50.48s,25.1973548,300.384,4.3,-4.182,13.146,0.092,-0.092,10.815,0.018,-0.018,12.8416,0.000244,-0.000244
HAT-P-36 b,HAT-P-36,1,1,Transit,2011,HATNet,0,1.32734683,4.8e-07,-4.8e-07,0.0,0.0241,0.00047,-0.00047,0.0,14.313893,0.22418,-0.22418,0.0,1.277,0.02,-0.02,0.0,587.413406,27.65121,-27.65121,0.0,1.8482,0.087,-0.087,0.0,Mass,0.063,0.021,-0.023,0.0,1821.0,27.0,-27.0,0.0,1780.97,18.8,-18.8,0.0,0,G5 V,5620.0,40.0,-40.0,0.0,1.041,0.013,-0.013,0.0,1.03,0.03,-0.03,0.0,0.25,0.09,-0.09,0.0,[Fe/H],4.416,0.011,-0.011,0.0,12h33m03.89s,188.2662048,+44d54m55.32s,44.9153672,294.419,2.269,-2.235,12.146,0.025,-0.025,10.603,0.021,-0.021,12.093,0.000533,-0.000533
HAT-P-9 b,HAT-P-9,1,1,Transit,2008,HATNet,0,3.92281072,1.02e-06,-1.02e-06,0.0,0.05287,0.00078,-0.00078,0.0,15.614137,0.751003,-0.728585,0.0,1.393,0.067,-0.065,0.0,238.05467,20.34112,-20.02329,0.0,0.749,0.064,-0.063,0.0,Mass,0.084,0.052,-0.047,0.0,931.0,73.0,-69.0,0.0,1540.0,32.0,-30.0,0.0,0,F7,6350.0,150.0,-150.0,0.0,1.338,0.065,-0.06,0.0,1.281,0.057,-0.056,0.0,0.12,0.2,-0.2,0.0,[Fe/H],4.293,0.033,-0.035,0.0,07h20m40.44s,110.1685157,+37d08m26.14s,37.1405946,455.203,8.968,-8.635,12.344,0.047,-0.047,11.015,0.021,-0.021,12.1536,0.000227,-0.000227
HATS-17 b,HATS-17,1,1,Transit,2016,HATSouth,0,16.254611,7.3e-05,-7.3e-05,0.0,0.1308,0.0012,-0.0012,0.0,8.709393,0.627704,-0.627704,0.0,0.777,0.056,-0.056,0.0,425.25654,20.65895,-20.65895,0.0,1.338,0.065,-0.065,0.0,Mass,0.029,0.022,-0.022,0.0,72.7,9.6,-9.6,0.0,814.0,25.0,-25.0,0.0,0,G V,5846.0,78.0,-78.0,0.0,1.091,0.07,-0.046,0.0,1.131,0.03,-0.03,0.0,0.3,0.03,-0.03,0.0,[Fe/H],4.416,0.042,-0.042,0.0,12h48m45.50s,192.1895676,-47d36m49.24s,-47.6136789,400.331,10.228,-9.74,12.402,0.057,-0.057,10.698,0.021,-0.021,12.2179,0.000249,-0.000249
HATS-36 b,HATS-36,1,1,Transit,2018,HATSouth,0,4.175186,3.3e-05,-3.3e-05,0.0,0.0523,0.0006,-0.0006,0.0,12.92,0.38,-0.38,0.0,1.1526452,0.03390133,-0.03390133,0.0,1022.14128,19.70546,-19.70546,0.0,3.216,0.062,-0.062,0.0,Mass,0.105,0.028,-0.028,0.0,561.0,51.0,-51.0,0.0,1203.0,25.0,-24.0,0.0,0,G0 V,5950.0,83.0,-83.0,0.0,1.1,0.03,-0.03,0.0,1.1,0.04,-0.04,0.0,0.15,0.06,-0.06,0.0,[Fe/H],4.4,0.03,-0.03,0.0,19h25m54.89s,291.4787013,-23d12m10.15s,-23.2028183,856.436,21.874,-20.829,14.364,0.149,-0.149,12.809,0.026,-0.026,14.233,0.000411,-0.000411
HD 106315 b,HD 106315,1,2,Transit,2017,K2,0,9.55237,0.00089,-0.00089,0.0,0.0907,0.001,-0.001,0.0,2.44,0.17,-0.17,0.0,0.21768222,0.01516638,-0.01516638,0.0,12.6,3.2,-3.2,0.0,0.03964383,0.01006828,-0.01006828,0.0,Mass,0.093,0.11,-0.068,0.0,240.0,48.0,-43.0,0.0,1153.0,25.0,-25.0,0.0,0,F5 V,6327.0,48.0,-48.0,0.0,1.296,0.058,-0.058,0.0,1.091,0.036,-0.036,0.0,-0.311,0.079,-0.079,0.0,[Fe/H],4.252,0.043,-0.043,0.0,12h13m53.39s,183.4724742,-00d23m36.37s,-0.3934357,109.353,0.691,-0.681,8.951,0.003,-0.003,7.853,0.02,-0.02,8.88841,0.000251,-0.000251
HD 106315 c,HD 106315,1,2,Transit,2017,K2,0,21.05704,0.00046,-0.00046,0.0,0.1536,0.0017,-0.0017,0.0,4.35,0.23,-0.23,0.0,0.38808101,0.02051923,-0.02051923,0.0,15.2,3.7,-3.7,0.0,0.04782431,0.01164144,-0.01164144,0.0,Mass,0.22,0.15,-0.15,0.0,83.0,16.0,-15.0,0.0,886.0,20.0,-20.0,0.0,1,F5 V,6327.0,48.0,-48.0,0.0,1.296,0.058,-0.058,0.0,1.091,0.036,-0.036,0.0,-0.311,0.079,-0.079,0.0,[Fe/H],4.252,0.043,-0.043,0.0,12h13m53.39s,183.4724742,-00d23m36.37s,-0.3934357,109.353,0.691,-0.681,8.951,0.003,-0.003,7.853,0.02,-0.02,8.88841,0.000251,-0.000251
HD 110113 b,HD 110113,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,2.541,0.0005,-0.001,0.0,0.035,0.001,-0.001,0.0,2.05,0.12,-0.12,0.0,0.18288875,0.01070568,-0.01070568,0.0,4.55,0.62,-0.62,0.0,0.01431583,0.00195073,-0.00195073,0.0,Mass,0.093,0.079,-0.064,0.0,735.49,29.39,-29.39,0.0,1371.0,14.0,-14.0,0.0,0,G,5732.0,50.0,-50.0,0.0,0.968,0.018,-0.018,0.0,0.997,0.06,-0.06,0.0,0.14,0.02,-0.02,0.0,[Fe/H],4.46,0.05,-0.05,0.0,12h40m08.78s,190.0365636,-44d18m43.48s,-44.3120777,106.307,0.724,-0.715,10.09,0.03,-0.03,8.502,0.024,-0.024,9.91036,0.000452,-0.000452
HD 110113 c,HD 110113,1,2,Radial Velocity,2021,La Silla Observatory,0,6.744,0.008,-0.009,0.0,0.068,0.001,-0.002,0.0,2.11384817,4.644325,-4.644325,0.0,0.18858523,0.41433964,-0.41433964,0.0,10.5,1.2,-1.2,0.0,0.03303653,0.0037756,-0.0037756,0.0,Msini,0.045,0.079,-0.038,0.0,199.9,8.1,-8.1,0.0,990.0,10.0,-10.0,0.0,0,G,5732.0,50.0,-50.0,0.0,0.968,0.018,-0.018,0.0,0.997,0.06,-0.06,0.0,0.14,0.02,-0.02,0.0,[Fe/H],4.46,0.05,-0.05,0.0,12h40m08.78s,190.0365636,-44d18m43.48s,-44.3120777,106.307,0.724,-0.715,10.09,0.03,-0.03,8.502,0.024,-0.024,9.91036,0.000452,-0.000452
HD 118203 b,HD 118203,1,2,Radial Velocity,2005,Haute-Provence Observatory,0,6.1349779,2e-06,-2e-06,0.0,0.0713,0.002,-0.002,0.0,12.778238,0.32506044,-0.32506044,0.0,1.14,0.029,-0.029,0.0,680.152791,38.13940884,-38.13940884,0.0,2.14,0.12,-0.12,0.0,Mass,0.3136,0.0075,-0.0075,0.0,593.4,8.2,-8.2,0.0,1361.0,23.0,-22.0,0.0,0,K0 IV,5742.0,93.0,-95.0,0.0,2.04,0.03,-0.03,0.0,1.27,0.028,-0.032,0.0,0.287,0.069,-0.111,0.0,[Fe/H],3.92,0.02,-0.02,0.0,13h34m02.39s,203.509956,+53d43m41.48s,53.7281876,92.2589,0.2364,-0.2352,8.05,0.03,-0.03,6.543,0.023,-0.023,7.89255,0.00031,-0.00031
HD 1397 b,HD 1397,1,1,Transit,2018,Transiting Exoplanet Survey Satellite (TESS),0,11.53533,0.00079,-0.0008,0.0,0.1097,0.0011,-0.0013,0.0,11.500434,0.280225,-0.302643,0.0,1.026,0.025,-0.027,0.0,131.89945,6.3566,-6.3566,0.0,0.415,0.02,-0.02,0.0,Mass,0.251,0.02,-0.019,0.0,356.0,12.0,-12.0,0.0,1228.3,10.0,-9.9,0.0,0,G5 III/IV,5521.0,60.0,-60.0,0.0,2.336,0.052,-0.059,0.0,1.324,0.042,-0.046,0.0,0.29,0.09,-0.09,0.0,[Fe/H],3.823,0.02,-0.02,0.0,00h17m47.32s,4.4471631,-66d21m32.14s,-66.3589285,79.5702,0.1738,-0.1731,7.79,0.03,-0.03,5.988,0.018,-0.018,7.59336,0.000278,-0.000278
HD 183579 b,HD 183579,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,17.471291,2.7e-05,-2.8e-05,0.0,0.1322,0.0021,-0.0022,0.0,3.49,0.07,-0.064,0.0,0.31135748,0.00624499,-0.00570971,0.0,20.4,2.6,-2.5,0.0,0.06418558,0.00818051,-0.00786588,0.0,Mass,0.061,0.061,-0.042,0.0,58.1,5.3,-3.9,0.0,752.0,10.0,-10.0,0.0,0,G2 V,5784.0,61.0,-61.0,0.0,0.96,0.006,-0.006,0.0,0.996,0.049,-0.049,0.0,-0.038,0.04,-0.04,0.0,[Fe/H],4.45,0.1,-0.1,0.0,19h33m08.79s,293.2866147,-54d31m57.82s,-54.5327284,57.2651,0.1875,-0.1864,8.67,0.03,-0.03,7.15,0.027,-0.027,8.51549,0.000259,-0.000259
HD 18599 b,HD 18599,2,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,4.1374354,3.6e-06,-3.7e-06,0.0,0.048,0.0004,-0.0004,0.0,2.6,0.15,-0.13,0.0,0.23195686,0.01338213,-0.01159784,0.0,24.1,7.1,-7.7,0.0,0.07582708,0.0223391,-0.02422691,0.0,Mass,0.34,0.07,-0.09,0.0,145.0,16.0,-12.0,0.0,863.0,21.0,-18.0,0.0,0,K2 V,5145.0,50.0,-50.0,0.0,0.767,0.024,-0.024,0.0,0.863,0.02,-0.02,0.0,0.0,0.08,-0.08,0.0,[Fe/H],4.54,0.09,-0.09,0.0,02h57m02.88s,44.2620144,-56d11m30.73s,-56.1918694,38.5653,0.0366,-0.0366,8.99,0.03,-0.03,6.883,0.02,-0.02,8.73117,0.000651,-0.000651
HD 191939 b,HD 191939,1,6,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,8.8803256,4.7e-06,-4.7e-06,0.0,0.0804,0.0025,-0.0023,0.0,3.41,0.075,-0.075,0.0,0.30422035,0.00669106,-0.00669106,0.0,10.0,0.7,-0.7,0.0,0.03146352,0.00220245,-0.00220245,0.0,Mass,0.031,0.01,-0.011,0.0,100.0,7.0,-7.0,0.0,880.0,20.0,-20.0,0.0,0,G9 V,5348.0,100.0,-100.0,0.0,0.94,0.02,-0.02,0.0,0.81,0.04,-0.04,0.0,-0.15,0.06,-0.06,0.0,[Fe/H],4.3,0.1,-0.1,0.0,20h08m06.15s,302.0256247,+66d51m01.09s,66.8503014,53.6089,0.0733,-0.0731,8.97,0.03,-0.03,7.18,0.021,-0.021,8.77476,0.000238,-0.000238
HD 191939 c,HD 191939,1,6,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,28.579743,4.5e-05,-4.5e-05,0.0,0.1752,0.0055,-0.005,0.0,3.195,0.075,-0.075,0.0,0.2850393,0.00669106,-0.00669106,0.0,8.0,1.0,-1.0,0.0,0.02517081,0.00314635,-0.00314635,0.0,Mass,0.034,0.034,-0.013,0.0,21.0,1.4,-1.4,0.0,600.0,13.0,-13.0,0.0,0,G9 V,5348.0,100.0,-100.0,0.0,0.94,0.02,-0.02,0.0,0.81,0.04,-0.04,0.0,-0.15,0.06,-0.06,0.0,[Fe/H],4.3,0.1,-0.1,0.0,20h08m06.15s,302.0256247,+66d51m01.09s,66.8503014,53.6089,0.0733,-0.0731,8.97,0.03,-0.03,7.18,0.021,-0.021,8.77476,0.000238,-0.000238
HD 191939 d,HD 191939,1,6,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,38.353037,6e-05,-6e-05,0.0,0.2132,0.0065,-0.0061,0.0,2.995,0.07,-0.07,0.0,0.26719646,0.00624499,-0.00624499,0.0,2.8,0.6,-0.6,0.0,0.00880979,0.00188781,-0.00188781,0.0,Mass,0.031,0.018,-0.012,0.0,14.3,1.0,-1.0,0.0,540.0,11.0,-11.0,0.0,0,G9 V,5348.0,100.0,-100.0,0.0,0.94,0.02,-0.02,0.0,0.81,0.04,-0.04,0.0,-0.15,0.06,-0.06,0.0,[Fe/H],4.3,0.1,-0.1,0.0,20h08m06.15s,302.0256247,+66d51m01.09s,66.8503014,53.6089,0.0733,-0.0731,8.97,0.03,-0.03,7.18,0.021,-0.021,8.77476,0.000238,-0.000238
HD 207496 b,HD 207496,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,6.441008,1.1e-05,-1.1e-05,0.0,0.0629,0.0011,-0.0011,0.0,2.25,0.12,-0.1,0.0,0.2007319,0.0107057,-0.00892142,0.0,6.1,1.6,-1.6,0.0,0.01919275,0.00503416,-0.00503416,0.0,Mass,0.231,0.042,-0.049,0.0,72.9,8.5,-7.5,0.0,743.0,26.0,-26.0,0.0,0,K2.5 V,4819.0,94.0,-94.0,0.0,0.769,0.026,-0.026,0.0,0.8,0.04,-0.04,0.0,0.095,0.038,-0.038,0.0,[Fe/H],4.507,0.04,-0.04,0.0,21h54m52.36s,328.7181708,-77d20m19.69s,-77.3388025,23.606,0.0179,-0.0179,8.23,0.03,-0.03,5.967,0.026,-0.026,7.97255,0.000514,-0.000514
HD 219134 c,HD 219134,1,6,Radial Velocity,2015,Roque de los Muchachos Observatory,0,6.76458,0.00033,-0.00033,0.0,0.0653,0.0008,-0.0008,0.0,1.511,0.047,-0.047,0.0,0.13480239,0.00419306,-0.00419306,0.0,4.36,0.22,-0.22,0.0,0.01371803,0.00069219,-0.00069219,0.0,Mass,0.062,0.039,-0.039,0.0,62.1,1.9,-1.9,0.0,782.0,6.0,-6.0,0.0,0,K3 V,4699.0,16.0,-16.0,0.0,0.778,0.005,-0.005,0.0,0.81,0.03,-0.03,0.0,0.11,0.04,-0.04,0.0,[Fe/H],4.567,0.018,-0.018,0.0,23h13m20.93s,348.3372026,+57d10m10.65s,57.1696255,6.53127,0.00384,-0.00385,5.56911,0.023,-0.023,3.261,0.304,-0.304,5.2402,0.0022257,-0.0022257
HD 219134 d,HD 219134,1,6,Radial Velocity,2015,Roque de los Muchachos Observatory,0,46.859,0.028,-0.028,0.0,0.237,0.003,-0.003,0.0,1.61,0.02,-0.02,-1.0,0.14363458,0.00178428,-0.00178428,-1.0,16.17,0.64,-0.64,-1.0,0.05087625,0.00201366,-0.00201366,-1.0,Mass,0.138,0.025,-0.025,0.0,4.72,0.15,-0.15,0.0,410.5,3.2,-3.2,0.0,0,K3 V,4699.0,16.0,-16.0,0.0,0.778,0.005,-0.005,0.0,0.81,0.03,-0.03,0.0,0.11,0.04,-0.04,0.0,[Fe/H],4.567,0.018,-0.018,0.0,23h13m20.93s,348.3372026,+57d10m10.65s,57.1696255,6.53127,0.00384,-0.00385,5.56911,0.023,-0.023,3.261,0.304,-0.304,5.2402,0.0022257,-0.0022257
HD 219134 f,HD 219134,1,6,Radial Velocity,2015,Multiple Observatories,1,22.717,0.015,-0.015,0.0,0.1463,0.0018,-0.0018,0.0,1.31,0.02,-0.02,-1.0,0.11687037,0.00178428,-0.00178428,-1.0,7.3,0.4,-0.4,-1.0,0.02296825,0.00125853,-0.00125853,-1.0,Mass,0.148,0.047,-0.047,0.0,12.38,0.38,-0.38,0.0,522.6,4.1,-4.1,0.0,0,K3 V,4699.0,16.0,-16.0,0.0,0.778,0.005,-0.005,0.0,0.81,0.03,-0.03,0.0,0.11,0.04,-0.04,0.0,[Fe/H],4.567,0.018,-0.018,0.0,23h13m20.93s,348.3372026,+57d10m10.65s,57.1696255,6.53127,0.00384,-0.00385,5.56911,0.023,-0.023,3.261,0.304,-0.304,5.2402,0.0022257,-0.0022257
